sample_id,item_qid,preferred_label,description,direct_class_labels,class_ancestor_labels,semantic_fact_texts,annotator_final_decision,annotator_eventour_category,annotator_is_ambiguous,annotator_notes
ann_0596,Q106434507,Largo Isabella d'Aragona,piazza di Milano,piazza,luogo | open space | physical public space | struttura architettonica | via di comunicazione,opere rilevanti: Palazzo Caccia Dominioni (Viale B. d'Este) | confina con: viale Beatrice d’Este | commemora: Isabella d'Aragona | consiste di: Quadronno,,,,
ann_0597,Q111970524,edificio in via San Paolo 7 e via Agnello 6,edificio di Milano,edificio,struttura architettonica,architetto: Gio Ponti,,,,
ann_0598,Q113527480,Biblioteca e Archivio dell'Istituto lombardo Accademia di scienze e lettere,biblioteca di conservazione a Milano,biblioteca di conservazione | biblioteca privata,biblioteca | proprietà privata,elemento operato: document delivery internazionale | elemento operato: document delivery nazionale | membro di: Polo MiC Lombardia - BEIC | membro di: ACNP | Wi-Fi: sì | giorni di apertura: lunedì | giorni di apertura: venerdì | entità controllante: Istituto Lombardo Accademia di Scienze e Lettere,,,,
ann_0599,Q97136185,casa Fiocchi,edificio residenziale di Milano,casa,edificio | edificio abitativo | rifugio | struttura architettonica,evento significativo: costruzione edilizia | stile architettonico: Novecento | architetto: Mino Fiocchi,,,,
ann_0600,Q111569178,piazza Geremia Bonomelli,piazza di Milano,piazza,luogo | open space | physical public space | struttura architettonica | via di comunicazione,luogo chiave: Fondazione Prada | commemora: Geremia Bonomelli | evento significativo: XXV Giochi olimpici invernali,,,,
ann_0601,Q21235146,Galleria Pesaro,ex galleria d'arte commerciale,commercial art gallery | galleria d'arte,azienda | galleria d'arte | gallery | istituzione per l'arte | luogo d'esposizione | luogo di vendita | negozio,proprietario: Lino Pesaro | data di scioglimento o demolizione: 1937-01-01 | data di fondazione o creazione: 1917-01-01,,,,
ann_0602,Q113515446,Biblioteca della Fondazione Centro di documentazione ebraica contemporanea. CDEC,biblioteca specializzata a Milano,biblioteca privata | biblioteca specializzata,biblioteca | proprietà privata,elemento operato: prestito interbibliotecario nazionale | elemento operato: prestito interbibliotecario intersistemico | campo di lavoro: Geografia e Storia | membro di: ACNP | Wi-Fi: sì | giorni di apertura: lunedì | giorni di apertura: venerdì | entità controllante: Fondazione centro di Documentazione Ebraica Contemporanea,,,,
ann_0603,Q117192253,"Biblioteca Francescana (Provinciale, di S. Angelo)",biblioteca a Milano,archivio | biblioteca privata,biblioteca | collezione | GLAM | organizzazione | proprietà privata,campo di lavoro: Religione | giorni di apertura: lunedì | giorni di apertura: venerdì | nome ufficiale: Biblioteca francescana | numero di telefono: +39 0229002736 | visitatori annui: 80 | dimensione della collezione o esposizione: 29000 | dimensione della collezione o esposizione: 24000,,,,
ann_0604,Q112139767,"Istituto Tecnico Statale Sperimentale ""Pier Paolo Pasolini""",,edificio scolastico,edificio | servizio,designazione del patrimonio: bene culturale italiano,,,,
ann_0605,Q81172328,Archivio storico civico della biblioteca Trivulziana,archivio di Milano,archivio storico,archivio,campo di lavoro: archivistica | parte di: Biblioteca Trivulziana | codice postale: 20121,,,,
ann_0606,Q17275475,Palazzo di Fuoco,edificio di Milano,edificio per uffici,edificio,sulla focus list di un progetto Wikimedia: WikiProject Architourist Guide | materiale usato: alluminio anodizzato | materiale usato: calcestruzzo armato | stile architettonico: movimento moderno | architetto: Giulio Minoletti | data di fondazione o creazione: 1962-01-01 | numero di piani: 8,,,,
ann_0607,Q107552561,Torre A2A,grattacielo a Milano,attrazione turistica | edificio in costruzione | grattacielo | punto di vista panoramico,attrazione turistica | cantiere | casa a torre | punto di interesse | servizio | struttura architettonica,offre una vista su: Duomo di Milano | offre una vista su: Fondazione Prada | progettista: Patricia Viel | progettista: Antonio Citterio | concetto più ampio: via Crema | confina con: viale Toscana | luogo chiave: parco Alessandrina Ravizza | luogo chiave: Campus Bocconi,,,,
ann_0608,Q64825395,Arena Santa Giulia,impianto sportivo coperto di Milano,edificio in costruzione | stadio del ghiaccio,cantiere | impianto sportivo per sport invernali | sports building | struttura architettonica,evento significativo: XXV Giochi olimpici invernali | architetto: David Chipperfield | data di apertura ufficiale: 2026-01-01 | capienza: 16000,,,,
ann_0609,Q91092816,palazzo Michelin,edificio per uffici di Milano,edificio per uffici,edificio,sulla focus list di un progetto Wikimedia: WikiProject Architourist Guide | stile architettonico: movimento moderno | architetto: Ermenegildo Soncini | architetto: Eugenio Soncini | numero di piani: 8,,,,
ann_0610,Q113535863,Biblioteca della Fondazione Pirelli,biblioteca di conservazione a Milano,biblioteca di conservazione | biblioteca privata,biblioteca | proprietà privata,membro di: Polo regionale Lombardia | Wi-Fi: sì | giorni di apertura: lunedì | giorni di apertura: venerdì | entità controllante: Fondazione Pirelli | nome ufficiale: Biblioteca della Fondazione Pirelli | numero di telefono: +39 0264423971 | codice postale: 20126,,,,
ann_0611,Q119075300,"chiesa del Centro Familiare ""La Cripta""",chiesa a Milano,chiesa,edificio religioso | sito | tempio,diocesi: arcidiocesi di Milano | religione: cattolicesimo,,,,
ann_0612,Q95148474,Villa Fossati,,casa,edificio | edificio abitativo | rifugio | struttura architettonica,nome originale locale: Villa Fossati | data di fondazione o creazione: 1927-01-01 | codice postale: 20148,,,,
ann_0613,Q119075316,chiesa di Dio Padre,chiesa a Milano,chiesa,edificio religioso | sito | tempio,diocesi: arcidiocesi di Milano | religione: cattolicesimo,,,,
ann_0614,Q85726768,Biblioteca dell'Instituto Cervantes di Milano - Jorge Guillén,biblioteca,biblioteca | biblioteca centrale,biblioteca decentrata | installazione culturale | istituzione pubblica | luogo,"entità controllante: Ministry of Foreign Affairs, European Union and Cooperation of Spain | prende il nome da: Jorge Guillén | data di fondazione o creazione: 1999-01-01 | codice postale: 20121",,,,
ann_0615,Q113515476,Biblioteca della Fondazione Corrente,biblioteca specializzata a Milano,biblioteca specializzata,biblioteca,membro di: Polo regionale Lombardia | giorni di apertura: mercoledì | giorni di apertura: giovedì | entità controllante: Fondazione Corrente | nome ufficiale: Biblioteca della Fondazione Corrente | numero di telefono: +39 026572627 | codice postale: 20121 | dimensione della collezione o esposizione: 8000,,,,
ann_0616,Q116609404,Palazzo INPS,"building in Milan, Italy",edificio,struttura architettonica,proprietario: INPS | architetto: Ernesto Rapisardi | architetto: Marcello Piacentini,,,,
ann_0617,Q974532,Biblioteca Trivulziana,biblioteca pubblica a Milano,biblioteca di un ente territoriale italiano | biblioteca pubblica,biblioteca | servizio,descritto nella fonte: Archivio della Produzione Editoriale lombarda | elemento operato: document delivery intersistemico | elemento operato: document delivery internazionale | consiste di: Archivio storico civico della biblioteca Trivulziana | membro di: Polo regionale Lombardia | Wi-Fi: sì | giorni di apertura: lunedì | giorni di apertura: venerdì,,,,
ann_0618,Q28668242,Biblioteca di Studi giuridici e umanistici Università degli Studi di Milano,biblioteca italiana a Milano,biblioteca,installazione culturale | istituzione pubblica | luogo,giorni di apertura: sabato | giorni di apertura: lunedì | nome ufficiale: Biblioteca di Studi giuridici e umanistici | numero di telefono: +39 0250312468 | dimensione della collezione o esposizione: 43 | dimensione della collezione o esposizione: 400000,,,,
ann_0619,Q3671391,chiesa di San Nazaro in Pietrasanta,chiesa di Milano demolita nel 1888,ex chiesa,chiesa | ex edificio religioso,rito cattolico: rito ambrosiano | diocesi: arcidiocesi di Milano | religione: cattolicesimo | stile architettonico: neoclassicismo | architetto: Carlo Federico Castiglione | prende il nome da: Nazario e Celso | data di scioglimento o demolizione: 1888-01-01 | data di fondazione o creazione: 1719-01-01,,,,
ann_0620,Q20009567,Galleria Volpi Bassani,"galleria commerciale di Milano, non più esistente",galleria commerciale,centro commerciale | galleria | via di comunicazione,stile architettonico: architettura eclettica | prende il nome da: Pietro Volpi Bassani | data di scioglimento o demolizione: 1938-01-01,,,,
ann_0621,Q25393396,Teatro Tenda,vecchia struttura polivalente di Milano,luogo per eventi musicali | teatro | tensostruttura,costruzione | edificio culturale | edificio per spettacoli | entertainment venue | luogo per eventi | theatre venue,stato di conservazione: demolito o distrutto | struttura sostituita da: PalaSharp | proprietario: Circo Togni | data di scioglimento o demolizione: 1986-01-01 | data di apertura ufficiale: 1983-02-01 | data di fondazione o creazione: 1980-01-01 | capienza: 5300,,,,
ann_0622,Q59878510,Quartiere Antonini,complesso residenziale di Milano,complesso residenziale,area residenziale | complesso edilizio | development,evento significativo: costruzione edilizia | fuso orario: UTC+2 | fuso orario: UTC+1,,,,
ann_0623,Q18202815,antica chiesa di San Giovanni in Laterano,chiesa scomparsa di Milano,chiesa,edificio religioso | sito | tempio,distinto da: chiesa di San Giovanni in Laterano | rito cattolico: rito ambrosiano | diocesi: arcidiocesi di Milano | religione: cattolicesimo,,,,
ann_0624,Q106861451,aula delle monache,edificio nella chiesa di San Maurizio al Monastero Maggiore a Milano,sala,parte di un edificio | spazio interno | stanza,parte di: chiesa di San Maurizio al Monastero Maggiore,,,,
ann_0625,Q25409436,antica chiesa di San Carlo,"church building in Milan, Italy",chiesa | ex edificio o struttura,edificio religioso | edificio scomparso | sito | tempio,dedicato a: Carlo Borromeo | rito cattolico: rito ambrosiano | diocesi: arcidiocesi di Milano | religione: cattolicesimo,,,,
ann_0626,Q3673684,chiesa di Santa Maria dei Servi,chiesa di Milano distrutta,chiesa demolita,ex chiesa | ex edificio o struttura,sostituito da: chiesa di San Carlo al Corso | dedicato a: Maria | rito cattolico: rito ambrosiano | diocesi: arcidiocesi di Milano | religione: cattolicesimo | stile architettonico: architettura romanica | data di scioglimento o demolizione: 1847-01-01,,,,
ann_0627,Q3890571,Palazzo Orrigoni,"building in Milan, Italy",palazzo italiano,palazzo,data di scioglimento o demolizione: 1950-01-01,,,,
ann_0628,Q56697587,corso Italia,strada di Milano,strada commerciale | strada urbana,commercial district | infrastruttura di trasporto | retail environment | strada | strada urbana | struttura architettonica,prende il nome da: Italia | codice via: 526,,,,
ann_0629,Q18223521,chiesa di San Giovanni Decollato alle Case Rotte,"church building in Milan, Italy",chiesa,edificio religioso | sito | tempio,dedicato a: Giovanni Battista | rito cattolico: rito ambrosiano | diocesi: arcidiocesi di Milano | religione: cattolicesimo | data di scioglimento o demolizione: 1906-01-01 | data di fondazione o creazione: 1390-01-01,,,,
ann_0630,Q107552631,piazza Trento,piazza di Milano,piazza,luogo | open space | physical public space | struttura architettonica | via di comunicazione,presente nell'opera: La strada entra nella casa | presente nell'opera: La città che sale | offre una vista su: Fondazione Prada | luogo chiave: Parco Romana | luogo chiave: Torre A2A | prende il nome da: Trento,,,,
ann_0631,Q3642888,Bosco di Gioia,area alberata scomparsa di Milano,Vivaismo | parco cittadino,giardino | parco | piantagione | spazio urbano,struttura sostituita da: Palazzo Lombardia,,,,
ann_0632,Q106485576,corso di Porta Vigentina,strada di Milano,strada commerciale | strada urbana,commercial district | infrastruttura di trasporto | retail environment | strada | strada urbana | struttura architettonica,distinto da: Vigentino | prende il nome da: Porta Vigentina | codice via: 4026,,,,
ann_0633,Q113130799,via Brembo,strada di Milano,strada urbana,infrastruttura di trasporto | strada | struttura architettonica,luogo chiave: Fondazione Prada | evento significativo: XXV Giochi olimpici invernali | prende il nome da: Brembo | codice via: 4219,,,,
ann_0634,Q134621522,Via Giovanni Bellezza,street of Milano,strada urbana,infrastruttura di trasporto | strada | struttura architettonica,luogo chiave: Casa Locati | prende il nome da: Giovanni Bellezza | codice via: 4067,,,,
ann_0635,Q110937099,viale Angelo Filippetti,strada di Milano,strada urbana,infrastruttura di trasporto | strada | struttura architettonica,luogo chiave: QC Terme | luogo chiave: palazzo Rolex | prende il nome da: Angelo Filippetti,,,,
ann_0636,Q16545212,corso Lodi,strada di Milano,strada commerciale | strada urbana,commercial district | infrastruttura di trasporto | retail environment | strada | strada urbana | struttura architettonica,offre una vista su: Fondazione Prada | luogo chiave: Cavo Redefossi | luogo chiave: stazione di Milano Scalo Romana | prende il nome da: Lodi | data di fondazione o creazione: 1878-06-07,,,,
ann_0637,Q3889858,Palazzo Cicogna,palazzo di Milano,palazzo | palazzo italiano | villa,casa | edificio | palazzo | struttura architettonica,designazione del patrimonio: bene culturale italiano | data di scioglimento o demolizione: 1947-01-01,,,,
ann_0638,Q56477196,Teatro Trianon (Milano),"former theatre and cinema in Milan, Italy, built 1902 as part of the Albergo Corso on the former site of the Teatro Milanese, 1938 renamed ""Mediolanum"" and used as a cinema, demolished 1954",cinema | ex edificio o struttura | teatro,azienda | edificio culturale | edificio per spettacoli | edificio scomparso | luogo per eventi | sito | theatre venue,stato di conservazione: demolito o distrutto | stato d'uso: chiuso definitivamente | data di scioglimento o demolizione: 1954-01-01,,,,
ann_0639,Q3691002,Coperto dei Figini,palazzo rinascimentale di Milano,palazzo,casa | edificio | struttura architettonica,struttura sostituita da: Galleria Vittorio Emanuele II | struttura sostituita da: piazza del Duomo | stile architettonico: architettura rinascimentale | architetto: Guiniforte Solari | data di scioglimento o demolizione: 1864-01-01 | data di fondazione o creazione: 1467-01-01,,,,
ann_0640,Q3890288,Palazzo Imbonati,palazzo scomparso di Milano,palazzo italiano,palazzo,unità amministrativa in cui è situato: Milano,,,,
ann_0641,Q3889545,Palazzo Arcimboldi,"palazzo di Milano, non più esistente",palazzo italiano,palazzo,stile architettonico: architettura barocca italiana,,,,
ann_0642,Q18145239,Casino Reale,palazzo di Milano,palazzo italiano,palazzo,stile architettonico: architettura neoclassica italiana | architetto: Giacomo Tazzini | architetto: Giuseppe Piermarini | data di scioglimento o demolizione: 1943-01-01,,,,
ann_0643,Q3635689,antica basilica di San Dionigi,"church building in Milan, Italy",chiesa | ex edificio o struttura,edificio religioso | edificio scomparso | sito | tempio,proprietario di: Lierna | stato di conservazione: demolito o distrutto | dedicato a: Dionigi di Milano | stato d'uso: chiuso definitivamente | rito cattolico: rito ambrosiano | diocesi: arcidiocesi di Milano | religione: cattolicesimo | data di scioglimento o demolizione: 1783-01-01,,,,
ann_0644,Q3970114,stazione di Milano Centrale (1864),ex stazione ferroviaria italiana,stazione ferroviaria dismessa,edificio scomparso | stazione ferroviaria,sostituito da: stazione di Milano Porta Nuova (1931) | sostituito da: stazione di Milano Centrale | stazione adiacente: vecchia stazione di Milano Lambrate | stazione adiacente: stazione di Milano Porta Sempione | linea di collegamento: ferrovia Mortara-Milano | linea di collegamento: ferrovia Milano-Bologna | stato d'uso: smantellato | data di chiusura ufficiale: 1931-01-01,,,,
ann_0645,Q17652102,San Gregorio Vecchio,cascina di Milano,cascina | comune soppresso | quartiere di Milano,casa | comune | entità territoriale scomparsa | fattoria | quartiere in Italia,fuso orario: UTC+2 | fuso orario: UTC+1,,,,
ann_0646,Q124795585,via Morigi,strada di Milano,strada urbana,infrastruttura di trasporto | strada | struttura architettonica,prende il nome da: Casato dei Moriggia | codice via: 633,,,,
ann_0647,Q134582279,Professed House of Milan,Jesuit residence in Milan (1563-1773),professed house,edificio,consiste di: chiesa di San Fedele | data di scioglimento o demolizione: 1773-01-01 | data di fondazione o creazione: 1563-01-01,,,,
ann_0648,Q106371456,viale Brenta,strada di Milano,strada urbana,infrastruttura di trasporto | strada | struttura architettonica,evento significativo: XXV Giochi olimpici invernali | prende il nome da: Brenta | codice via: 4151 | codice postale: 20139,,,,
ann_0649,Q131897055,Via Rastrelli,"street of Milano, Italy",strada urbana,infrastruttura di trasporto | strada | struttura architettonica,luogo chiave: palazzo di via Larga 12 a Milano | codice via: 324,,,,
ann_0650,Q111187263,via Luigi Anelli,strada di Milano,strada urbana,infrastruttura di trasporto | strada | struttura architettonica,maniera di: Milanese | presente nell'opera: La donna del fiume | confina con: via Quadronno | confina con: viale Beatrice d’Este | luogo chiave: Palazzo Rimini (Via Anelli) | distinto da: Muro di Padova | consiste di: Quadronno | prende il nome da: Luigi Anelli,,,,
ann_0651,Q3674100,chiesa di Santa Maria in Brera,"church building in Milan, Italy",chiesa | ex edificio o struttura,edificio religioso | edificio scomparso | sito | tempio,stato di conservazione: demolito o distrutto | stato d'uso: chiuso definitivamente | rito cattolico: rito ambrosiano | diocesi: arcidiocesi di Milano | religione: cattolicesimo | parte di: Collegio di Brera | architetto: Giovanni di Balduccio | prende il nome da: Maria,,,,
ann_0652,Q107122968,Via Dei Calchi Taeggi,strada di Milano,strada urbana,infrastruttura di trasporto | strada | struttura architettonica,prende il nome da: Palazzo Calchi | codice via: 6706,,,,
ann_0653,Q55100899,quartiere Villapizzone,complesso residenziale di Milano,complesso residenziale,area residenziale | complesso edilizio | development,evento significativo: costruzione edilizia | fuso orario: UTC+2 | fuso orario: UTC+1 | architetto: Giovanni Broglio | prende il nome da: Villapizzone | data di fondazione o creazione: 1928-01-01,,,,
ann_0654,Q106861459,aula dei fedeli,edificio nella chiesa di San Maurizio al Monastero Maggiore a Milano,sala,parte di un edificio | spazio interno | stanza,parte di: chiesa di San Maurizio al Monastero Maggiore,,,,
ann_0655,Q60468852,Largo della Crocetta,piazza di Milano,piazza,luogo | open space | physical public space | struttura architettonica | via di comunicazione,maniera di: Milanese | luogo chiave: Palazzo Calchi | consiste di: Quadronno | prende il nome da: Crocetta di San Calimero,,,,
ann_0656,Q18417048,chiesa di Santa Maria della Rosa,"church building in Milan, Italy",chiesa,edificio religioso | sito | tempio,rito cattolico: rito ambrosiano | diocesi: arcidiocesi di Milano | religione: cattolicesimo | data di scioglimento o demolizione: 1829-01-01,,,,
ann_0657,Q107122965,Via Gian Carlo Castelbarco,strada di Milano,strada urbana,infrastruttura di trasporto | strada | struttura architettonica,luogo chiave: Università commerciale Luigi Bocconi | commemora: Giancarlo Castelbarco | sistema di trasporto: stazione di Milano Tibaldi,,,,
ann_0658,Q87905550,battistero di Santo Stefano alle Fonti,antico battistero di Milano,battistero,cappella | Christian religious building space | struttura architettonica,santo patrono: Stefano | stato di conservazione: demolito o distrutto | evento significativo: battesimo | rito cattolico: rito ambrosiano | religione: cattolicesimo | stile architettonico: architettura paleocristiana | data di scioglimento o demolizione: 1386-01-01 | data di fondazione o creazione: 0313-01-01,,,,
ann_0659,Q18224544,chiesa di San Salvatore in Xenodochio,chiesa di Milano non più esistente,chiesa,edificio religioso | sito | tempio,struttura sostituita da: Teatro Re | rito cattolico: rito ambrosiano | diocesi: arcidiocesi di Milano | religione: cattolicesimo | data di scioglimento o demolizione: 1814-01-01,,,,
ann_0660,Q55100738,quartiere Vialba I,complesso residenziale di Milano,complesso residenziale,area residenziale | complesso edilizio | development,appaltatore: Istituto Autonomo Case Popolari | evento significativo: costruzione edilizia | fuso orario: UTC+2 | fuso orario: UTC+1 | architetto: Vito Latis | architetto: Mario Tevarotto | prende il nome da: Vialba | data di fondazione o creazione: 1960-01-01,,,,
ann_0661,Q134888936,Via dei Panigarola,street of Milano,strada urbana,infrastruttura di trasporto | strada | struttura architettonica,prende il nome da: Casa dei Panigarola | codice via: 4284,,,,
ann_0662,Q107711623,viale Isonzo,strada di Milano,strada urbana,infrastruttura di trasporto | strada | struttura architettonica,presente nell'opera: La città che sale | offre una vista su: Fondazione Prada | confina con: piazzale Lodi | luogo chiave: Parco Romana | evento significativo: futurismo | evento significativo: Umberto Boccioni | consiste di: Soupra | prende il nome da: Isonzo,,,,
ann_0663,Q28520462,Casa Mozzanica,palazzo rinascimentale situato a Milano e demolito nel 1830,edificio,struttura architettonica,stato di conservazione: demolito o distrutto | data di scioglimento o demolizione: 1830-01-01,,,,
ann_0664,Q30120052,corso di Porta Romana,strada di Milano,strada commerciale | strada urbana,commercial district | infrastruttura di trasporto | retail environment | strada | strada urbana | struttura architettonica,maniera di: Milanese | prende il nome da: Porta Romana | codice via: 402,,,,
ann_0665,Q105047623,via Clerici,strada di Milano,strada urbana,infrastruttura di trasporto | strada | struttura architettonica,prende il nome da: Casato dei Clerici | codice via: 114,,,,
ann_0666,Q102130047,chiesa di Sant’Andrea alla Pusterla Nuova,parrocchia esistita a Milano fino al 1781,chiesa,edificio religioso | sito | tempio,data di scioglimento o demolizione: 1781-01-01,,,,
ann_0667,Q18223420,antica chiesa di San Francesco grande,former church in Milan,chiesa,edificio religioso | sito | tempio,dedicato a: Francesco d'Assisi | rito cattolico: rito ambrosiano | diocesi: arcidiocesi di Milano | religione: cattolicesimo | stile architettonico: romanico lombardo | data di scioglimento o demolizione: 1806-01-01,,,,
ann_0668,Q18224029,chiesa di San Michele alla Chiusa,"church building in Milan, Italy",chiesa,edificio religioso | sito | tempio,rito cattolico: rito ambrosiano | diocesi: arcidiocesi di Milano | religione: cattolicesimo | architetto: Pellegrino Tibaldi | prende il nome da: Michele | data di scioglimento o demolizione: 1930-01-01,,,,
ann_0669,Q62588146,Teatro Manzoni,teatro di Milano,ex edificio o struttura | teatro,edificio culturale | edificio per spettacoli | edificio scomparso | theatre venue,stato di conservazione: demolito o distrutto | distinto da: Teatro Manzoni | stato d'uso: chiuso definitivamente | proprietario: Fondazione ENPAM | prende il nome da: Alessandro Manzoni | data di scioglimento o demolizione: 1943-08-14 | data di apertura ufficiale: 1872-12-03,,,,
ann_0670,Q106415924,via Santa Sofia,strada di Milano,strada commerciale | strada urbana,commercial district | infrastruttura di trasporto | retail environment | strada | strada urbana | struttura architettonica,luogo chiave: Deloitte | sistema di trasporto: Santa Sofia | parte di: cerchia dei Navigli stradale,,,,
ann_0671,Q3277167,Teatro Regio Ducale,antico teatro di Milano,ex edificio o struttura | ex teatro | teatro d'opera,edificio | edificio per spettacoli | edificio scomparso | luogo per eventi musicali | teatro,sede legale: Milano | evento significativo: incendio | architetto: Domenico Valmagini | data di apertura ufficiale: 1717-01-01,,,,
ann_0672,Q107521470,via Adige,strada di Milano,strada urbana,infrastruttura di trasporto | strada | struttura architettonica,offre una vista su: Fondazione Prada | persona significativa: Umberto Boccioni | evento significativo: futurismo | prende il nome da: Adige | codice via: 4216,,,,
ann_0673,Q55166258,antica chiesa di San Pietro alla Vigna,"building in Milan, Italy",chiesa | ex edificio o struttura,edificio religioso | edificio scomparso | sito | tempio,dedicato a: Pietro | rito cattolico: rito ambrosiano | religione: cattolicesimo,,,,
ann_0674,Q36832507,piazza Belgioioso,piazza di Milano,piazza,luogo | open space | physical public space | struttura architettonica | via di comunicazione,prende il nome da: palazzo Belgioioso | codice via: 232,,,,
ann_0675,Q17144871,viale Luigi Majno,strada di Milano,strada urbana,infrastruttura di trasporto | strada | struttura architettonica,considerato essere uguale a: viale Beatrice d’Este | luogo chiave: Scuola Europa di Milano | parte di: cerchia dei Bastioni | prende il nome da: Luigi Majno,,,,
ann_0676,Q135311802,viale Col di Lana,strada di Milano,strada commerciale | strada urbana,commercial district | infrastruttura di trasporto | retail environment | strada | strada urbana | struttura architettonica,confina con: Piazzale di Porta Lodovica | confina con: corso Italia | luogo chiave: Bar Gattullo | parte di: cerchia dei Bastioni | prende il nome da: Col di Lana,,,,
ann_0677,Q115408429,via Larga,strada di Milano,strada urbana,infrastruttura di trasporto | strada | struttura architettonica,luogo chiave: palazzo di via Larga 12 a Milano | nome nella lingua madre: Via Adua | nome nella lingua madre: Contrada della Pallada | codice via: 318,,,,
ann_0678,Q111366327,viale Toscana,strada di Milano,strada urbana,infrastruttura di trasporto | strada | struttura architettonica,presente nell'opera: Officine a Porta Romana | presente nell'opera: Elasticità | persona significativa: Umberto Boccioni | opere rilevanti: Torre A2A | evento significativo: XXV Giochi olimpici invernali | consiste di: Quartiere Bocconi | sistema di trasporto: stazione di Milano Tibaldi | parte di: circonvallazione esterna di Milano,,,,
ann_0679,Q113319504,Biblioteca dell'Istituto Marangoni,biblioteca specializzata a Milano,biblioteca specializzata,biblioteca,entità controllante: Istituto Marangoni | nome ufficiale: Biblioteca dell'Istituto Marangoni | numero di telefono: +39 0276316680 | codice postale: 20121 | dimensione della collezione o esposizione: 2520,,,,
ann_0680,Q113298704,Biblioteca del Dipartimento di scienze cliniche Luigi Sacco. Università degli studi di Milano,biblioteca dell'Università degli studi di Milano,biblioteca universitaria,biblioteca accademica,membro di: Polo Università statale di Milano | entità controllante: Università degli Studi di Milano | nome ufficiale: Biblioteca del Dipartimento di scienze cliniche Luigi Sacco dell'Università degli studi di Milano | numero di telefono: +39 0250319601 | codice postale: 20147,,,,
ann_0681,Q113527479,Biblioteca dell'Istituto scientifico di chimica e biochimica Giuliana Ronzoni,biblioteca di conservazione a Milano,biblioteca di conservazione,biblioteca,giorni di apertura: lunedì | giorni di apertura: venerdì | nome ufficiale: Biblioteca dell'Istituto scientifico di chimica e biochimica Giuliana Ronzoni | numero di telefono: +39 027064161 | codice postale: 20133 | dimensione della collezione o esposizione: 100,,,,
ann_0682,Q112941447,Biblioteca Comunale Rionale Villapizzone,biblioteca pubblica a Milano,biblioteca di un ente territoriale italiano | biblioteca pubblica,biblioteca | servizio,elemento operato: prestito interbibliotecario internazionale | elemento operato: prestito interbibliotecario nazionale | Wi-Fi: sì | giorni di apertura: sabato | giorni di apertura: lunedì | nome ufficiale: Biblioteca comunale rionale Villapizzone | numero di telefono: +39 0288465815 | codice postale: 20156,,,,
ann_0683,Q113319454,Centro documentazione e biblioteca di PoliS-Lombardia,biblioteca specializzata a Milano,biblioteca di un ente pubblico italiano | biblioteca di un ente territoriale italiano | biblioteca specializzata,biblioteca,elemento operato: prestito interbibliotecario intersistemico | elemento operato: prestito bibliotecario | campo di lavoro: Scienze Sociali | Wi-Fi: no | nome ufficiale: Centro documentazione e biblioteca di PoliS-Lombardia | numero di telefono: +39 0267507223 | codice postale: 20124 | visitatori annui: 240,,,,
ann_0684,Q113298697,"Biblioteca dell'Istituto di istologia, embriologia e neurocitologia della Facoltà di medicina e chirurgia. Università degli studi di Milano",biblioteca dell'Università degli studi di Milano,biblioteca universitaria,biblioteca accademica,"giorni di apertura: martedì | giorni di apertura: giovedì | entità controllante: Università degli Studi di Milano | numero di telefono: +39 0250314660 | codice postale: 20133 | dimensione della collezione o esposizione: 1548 | nome ufficiale: Biblioteca dell'Istituto di istologia, embriologia e neurocitologia della Facoltà di medicina e chirurgia dell'Università degli studi di Milano",,,,
ann_0685,Q106633352,via Carlo Farini 73,edificio di Milano,edificio,struttura architettonica,edificio adiacente: via Carlo Farini 71,,,,
ann_0686,Q113528706,Biblioteca del Polo centrale di medicina e chirurgia dell'Università degli studi di Milano,biblioteca dell'Università degli Studi di Milano,biblioteca universitaria,biblioteca accademica,membro di: Polo Università statale di Milano | giorni di apertura: lunedì | giorni di apertura: venerdì | entità controllante: Università degli Studi di Milano | nome ufficiale: Biblioteca del Polo centrale di medicina e chirurgia dell'Università degli studi di Milano | numero di telefono: +39 0250320846 | codice postale: 20122 | dimensione della collezione o esposizione: 1400,,,,
ann_0687,Q113298686,Biblioteca di Scienze agrarie e alimentari. Università degli studi di Milano,biblioteca dell'Università degli studi di Milano,biblioteca universitaria,biblioteca accademica,membro di: ACNP | membro di: Polo Università statale di Milano | giorni di apertura: lunedì | giorni di apertura: venerdì | entità controllante: Università degli Studi di Milano | nome ufficiale: Biblioteca di Scienze agrarie e alimentari dell'Università degli studi di Milano | numero di telefono: +39 0250316428 | codice postale: 20133,,,,
ann_0688,Q109325123,piazza Piemonte 10,edificio di Milano,edificio,struttura architettonica,via: piazza Piemonte,,,,
ann_0689,Q52805067,Via Lamennais,scuola infanzia di Milano in provincia di Milano (Italia) [codice scuola: MIAA8C702X],scuola dell'infanzia,child care institution | scuola,entità controllante: Istituto comprensivo Luciano Manara | codice postale: 20153,,,,
ann_0690,Q113298750,Centro di documentazione del Dipartimento di studi sociali e politici. Università degli studi di Milano,biblioteca dell'Università degli studi di Milano,biblioteca universitaria,biblioteca accademica,giorni di apertura: lunedì | giorni di apertura: venerdì | entità controllante: Università degli Studi di Milano | numero di telefono: +39 0250318838 | codice postale: 20122 | dimensione della collezione o esposizione: 2925 | nome ufficiale: Centro di documentazione del Dipartimento di studi sociali e politici dell'Università degli studi di Milano,,,,
